time,clock,step,dvx,dvy,dvz,ax,ay,az,avx,avy,avz,heading,twind,twinda,windacc,awind,cmdrudder,cmdsail,lat,long
1568025145.096074,0.300074,1,0.916159,0.960722,0.000000,-0.159639,-0.167404,0.000000,0.000000,0.000000,0.263948,0.809137,0.000000,2.000000,1.448344,-1.534390,-0.547678,0.777544,50.360021,-4.115294
1568025145.196066,0.400064,1,0.873835,0.970722,0.000000,-0.134641,-0.149570,0.000000,0.000000,0.000000,0.295381,0.837876,0.000000,2.000000,1.486791,-1.549279,-0.531276,0.777544,50.360022,-4.115295
1568025145.296024,0.500018,1,0.833657,0.982770,0.000000,-0.105969,-0.124923,0.000000,0.000000,0.000000,0.292720,0.867306,-0.000000,2.000000,1.525187,-1.567493,-0.514025,0.777544,50.360023,-4.115297
1568025145.396049,0.600041,1,0.796826,0.996169,0.000000,-0.077543,-0.096942,0.000000,0.000000,0.000000,0.285209,0.896122,0.000000,2.000000,1.562043,-1.587675,-0.496702,0.777544,50.360024,-4.115298
1568025145.496050,0.700049,1,0.762910,1.010590,0.000000,-0.054394,-0.072053,0.000000,0.000000,0.000000,0.277405,0.924157,-0.000000,2.000000,1.597399,-1.609123,-0.479453,0.777544,50.360024,-4.115300
1568025145.596000,0.799993,1,0.731360,1.025810,0.000000,-0.036027,-0.050532,0.000000,0.000000,0.000000,0.269924,0.951426,0.000000,2.000000,1.631482,-1.631383,-0.462314,0.777544,50.360025,-4.115301
1568025145.696098,0.900106,1,0.701718,1.041639,0.000000,-0.021572,-0.032022,0.000000,0.000000,0.000000,0.262760,0.977963,0.000000,2.000000,1.664496,-1.654117,-0.445304,0.777544,50.360026,-4.115302
1568025145.796025,1.000041,1,0.673617,1.057905,0.000000,-0.010271,-0.016130,0.000000,0.000000,0.000000,0.255825,1.003795,0.000000,2.000000,1.696601,-1.677062,-0.428445,0.777544,50.360026,-4.115304
1568025145.896065,1.100063,1,0.646772,1.074452,0.000000,-0.001516,-0.002518,0.000000,0.000000,0.000000,0.249036,1.028940,0.000000,2.000000,1.727910,-1.700007,-0.411760,0.777544,50.360027,-4.115305
1568025145.996035,1.200043,1,0.620966,1.091141,0.000000,0.005176,0.009095,0.000000,0.000000,0.000000,0.242325,1.053409,0.000000,2.000000,1.758500,-1.722783,-0.395273,0.777544,50.360028,-4.115307
1568025146.096109,1.300116,1,0.596029,1.107845,0.000000,0.010192,0.018944,0.000000,0.000000,0.000000,0.235642,1.077207,-0.000000,2.000000,1.788423,-1.745254,-0.379012,0.777544,50.360028,-4.115308
1568025146.196051,1.400038,1,0.571835,1.124450,0.000000,0.013845,0.027225,0.000000,0.000000,0.000000,0.228950,1.100335,0.000000,2.000000,1.817703,-1.767308,-0.363002,0.777544,50.360029,-4.115310
1568025146.296002,1.499997,1,0.548293,1.140855,0.000000,0.016390,0.034103,0.000000,0.000000,0.000000,0.222225,1.122790,-0.000000,2.000000,1.846349,-1.788857,-0.347272,0.777544,50.360029,-4.115312
1568025146.396005,1.600000,1,0.525337,1.156970,0.000000,0.018036,0.039721,0.000000,0.000000,0.000000,0.215451,1.144569,-0.000000,2.000000,1.874356,-1.809827,-0.331849,0.777544,50.360030,-4.115313
1568025146.496078,1.700079,1,0.502922,1.172713,0.000000,0.018956,0.044201,0.000000,0.000000,0.000000,0.208624,1.165666,0.000000,2.000000,1.901709,-1.830162,-0.316758,0.777544,50.360031,-4.115315
1568025146.596016,1.800012,1,0.481022,1.188015,0.000000,0.019295,0.047654,0.000000,0.000000,0.000000,0.201746,1.186077,0.000000,2.000000,1.928386,-1.849817,-0.302025,0.777544,50.360031,-4.115317
1568025146.696064,1.900054,1,0.459623,1.202816,0.000000,0.019173,0.050176,0.000000,0.000000,0.000000,0.194823,1.205796,0.000000,2.000000,1.954362,-1.868756,-0.287670,0.777544,50.360031,-4.115318
1568025146.796003,1.999990,1,0.438719,1.217064,0.000000,0.018693,0.051857,0.000000,0.000000,0.000000,0.187869,1.224822,0.000000,2.000000,1.979607,-1.886955,-0.273715,0.777544,50.360032,-4.115320
1568025146.896007,2.100002,1,0.418317,1.230717,0.000000,0.017939,0.052778,0.000000,0.000000,0.000000,0.180900,1.243150,0.000000,2.000000,2.004092,-1.904398,-0.260177,0.777544,50.360032,-4.115322
1568025146.996038,2.200027,1,0.398423,1.243739,0.000000,0.016984,0.053019,0.000000,0.000000,0.000000,0.173934,1.260782,0.000000,2.000000,2.027791,-1.921073,-0.247071,0.777544,50.360033,-4.115323
1568025147.096099,2.300095,1,0.379051,1.256103,0.000000,0.015888,0.052651,0.000000,0.000000,0.000000,0.166992,1.277719,0.000000,2.000000,2.050676,-1.936978,-0.234409,0.777544,50.360033,-4.115325
1568025147.196035,2.400026,1,0.360213,1.267791,0.000000,0.014702,0.051744,0.000000,0.000000,0.000000,0.160096,1.293965,0.000000,2.000000,2.072726,-1.952114,-0.222201,0.777544,50.360034,-4.115327
1568025147.296048,2.500052,1,0.341926,1.278788,0.000000,0.013467,0.050366,0.000000,0.000000,0.000000,0.153267,1.309525,0.000000,2.000000,2.093922,-1.966488,-0.210452,0.777544,50.360034,-4.115329
1568025147.396035,2.600037,1,0.324202,1.289088,0.000000,0.012218,0.048581,0.000000,0.000000,0.000000,0.146526,1.324409,0.000000,2.000000,2.114249,-1.980109,-0.199167,0.777544,50.360034,-4.115331
1568025147.496062,2.700061,1,0.307054,1.298690,0.000000,0.010982,0.046450,0.000000,0.000000,0.000000,0.139894,1.338626,0.000000,2.000000,2.133697,-1.992993,-0.188347,0.777544,50.360035,-4.115332
1568025147.596043,2.800038,1,0.290494,1.307599,0.000000,0.009782,0.044031,0.000000,0.000000,0.000000,0.133390,1.352188,-0.000000,2.000000,2.152260,-2.005157,-0.177989,0.777544,50.360035,-4.115334
1568025147.696038,2.900026,1,0.274530,1.315823,0.000000,0.008634,0.041381,0.000000,0.000000,0.000000,0.127032,1.365109,-0.000000,2.000000,2.169940,-2.016619,-0.168090,0.777544,50.360035,-4.115336
1568025147.796027,3.000029,1,0.259168,1.323377,0.000000,0.007550,0.038550,0.000000,0.000000,0.000000,0.120834,1.377405,-0.000000,2.000000,2.186738,-2.027401,-0.158644,0.777544,50.360036,-4.115338
1568025147.896048,3.100033,1,0.244411,1.330276,0.000000,0.006538,0.035587,0.000000,0.000000,0.000000,0.114810,1.389093,0.000000,2.000000,2.202664,-2.037528,-0.149643,0.777544,50.360036,-4.115340
1568025147.996050,3.200042,1,0.230259,1.336540,0.000000,0.005606,0.032537,0.000000,0.000000,0.000000,0.108972,1.400191,-0.000000,2.000000,2.217729,-2.047024,-0.141077,0.777544,50.360036,-4.115342
1568025148.096076,3.300078,1,0.216710,1.342194,0.000000,0.004754,0.029441,0.000000,0.000000,0.000000,0.103328,1.410718,-0.000000,2.000000,2.231951,-2.055913,-0.132936,0.777544,50.360036,-4.115343
1568025148.196050,3.400045,1,0.203760,1.347261,0.000000,0.003983,0.026335,0.000000,0.000000,0.000000,0.097886,1.420694,-0.000000,2.000000,2.245349,-2.064224,-0.125208,0.777544,50.360037,-4.115345
1568025148.296017,3.500016,1,0.191400,1.351767,0.000000,0.003292,0.023251,0.000000,0.000000,0.000000,0.092651,1.430139,0.000000,2.000000,2.257944,-2.071981,-0.117879,0.777544,50.360037,-4.115347
1568025148.396010,3.600010,1,0.179620,1.355742,0.000000,0.002679,0.020218,0.000000,0.000000,0.000000,0.087627,1.439075,0.000000,2.000000,2.269762,-2.079213,-0.110936,0.777544,50.360037,-4.115349
1568025148.496040,3.700029,1,0.168410,1.359214,0.000000,0.002139,0.017260,0.000000,0.000000,0.000000,0.082814,1.447522,0.000000,2.000000,2.280830,-2.085945,-0.104364,0.777544,50.360037,-4.115351
1568025148.596049,3.800040,1,0.157755,1.362211,0.000000,0.001667,0.014398,0.000000,0.000000,0.000000,0.078213,1.455502,0.000000,2.000000,2.291176,-2.092204,-0.098149,0.777544,50.360037,-4.115353
1568025148.696045,3.900031,1,0.147639,1.364764,0.000000,0.001260,0.011650,0.000000,0.000000,0.000000,0.073822,1.463036,0.000000,2.000000,2.300830,-2.098016,-0.092275,0.777544,50.360038,-4.115355
1568025148.796041,4.000030,1,0.138048,1.366901,0.000000,0.000912,0.009028,0.000000,0.000000,0.000000,0.069639,1.470144,0.000000,2.000000,2.309823,-2.103406,-0.086729,0.777544,50.360038,-4.115357
1568025148.896039,4.100035,1,0.128963,1.368652,0.000000,0.000617,0.006543,0.000000,0.000000,0.000000,0.065660,1.476848,-0.000000,2.000000,2.318187,-2.108399,-0.081494,0.777544,50.360038,-4.115359
1568025148.996011,4.200006,1,0.120365,1.370045,0.000000,0.000369,0.004204,0.000000,0.000000,0.000000,0.061881,1.483166,0.000000,2.000000,2.325952,-2.113019,-0.076557,0.777544,50.360038,-4.115361
1568025149.096036,4.300025,1,0.112237,1.371109,0.000000,0.000165,0.002014,0.000000,0.000000,0.000000,0.058295,1.489120,-0.000000,2.000000,2.333150,-2.117289,-0.071902,0.777544,50.360038,-4.115363
1568025149.196014,4.400002,1,0.104558,1.371868,0.000000,-0.000002,-0.000023,0.000000,0.000000,0.000000,0.054898,1.494727,0.000000,2.000000,2.339812,-2.121230,-0.067515,0.777544,50.360039,-4.115365
1568025149.296011,4.500006,1,0.097311,1.372351,0.000000,-0.000135,-0.001907,0.000000,0.000000,0.000000,0.051683,1.500007,0.000000,2.000000,2.345970,-2.124865,-0.063383,0.777544,50.360039,-4.115366
1568025149.396041,4.600029,1,0.090474,1.372580,0.000000,-0.000240,-0.003638,0.000000,0.000000,0.000000,0.048643,1.504976,-0.000000,2.000000,2.351652,-2.128213,-0.059492,0.777544,50.360039,-4.115368
1568025149.496052,4.700059,1,0.084029,1.372581,0.000000,-0.000320,-0.005219,0.000000,0.000000,0.000000,0.045770,1.509653,0.000000,2.000000,2.356889,-2.131294,-0.055829,0.777544,50.360039,-4.115370
1568025149.596054,4.800050,1,0.077957,1.372374,0.000000,-0.000378,-0.006654,0.000000,0.000000,0.000000,0.043059,1.514053,0.000000,2.000000,2.361707,-2.134125,-0.052381,0.777544,50.360039,-4.115372
1568025149.696029,4.900028,1,0.072239,1.371982,0.000000,-0.000418,-0.007947,0.000000,0.000000,0.000000,0.040502,1.518192,0.000000,2.000000,2.366135,-2.136725,-0.049137,0.777544,50.360039,-4.115374
1568025149.796043,5.000057,1,0.066857,1.371424,0.000000,-0.000444,-0.009104,0.000000,0.000000,0.000000,0.038091,1.522085,-0.000000,2.000000,2.370199,-2.139110,-0.046086,0.777544,50.360039,-4.115376
1568025149.895994,5.099983,1,0.061794,1.370718,0.000000,-0.000457,-0.010130,0.000000,0.000000,0.000000,0.035820,1.525746,0.000000,2.000000,2.373923,-2.141294,-0.043215,0.777544,50.360039,-4.115378
1568025149.996019,5.200014,1,0.057032,1.369883,0.000000,-0.000459,-0.011032,0.000000,0.000000,0.000000,0.033682,1.529188,-0.000000,2.000000,2.377332,-2.143293,-0.040515,0.777544,50.360040,-4.115380
1568025150.096035,5.300023,1,0.052554,1.368934,0.000000,-0.000454,-0.011817,0.000000,0.000000,0.000000,0.031669,1.532425,-0.000000,2.000000,2.380447,-2.145120,-0.037976,0.777544,50.360040,-4.115382
1568025150.196064,5.400061,1,0.048345,1.367886,0.000000,-0.000442,-0.012493,0.000000,0.000000,0.000000,0.029775,1.535468,-0.000000,2.000000,2.383290,-2.146788,-0.035589,0.777544,50.360040,-4.115384
1568025150.296142,5.500167,1,0.044390,1.366753,0.000000,-0.000424,-0.013065,0.000000,0.000000,0.000000,0.027994,1.538330,0.000000,2.000000,2.385881,-2.148309,-0.033343,0.777544,50.360040,-4.115386
1568025150.396050,5.600042,1,0.040673,1.365549,0.000000,-0.000403,-0.013540,0.000000,0.000000,0.000000,0.026320,1.541020,-0.000000,2.000000,2.388239,-2.149694,-0.031232,0.777544,50.360040,-4.115388
1568025150.496042,5.700038,1,0.037182,1.364283,0.000000,-0.000380,-0.013928,0.000000,0.000000,0.000000,0.024746,1.543549,0.000000,2.000000,2.390381,-2.150954,-0.029247,0.777544,50.360040,-4.115390
1568025150.596054,5.800078,1,0.033903,1.362969,0.000000,-0.000354,-0.014232,0.000000,0.000000,0.000000,0.023267,1.545927,-0.000000,2.000000,2.392326,-2.152099,-0.027381,0.777544,50.360040,-4.115391
1568025150.696046,5.900043,1,0.030823,1.361614,0.000000,-0.000327,-0.014461,0.000000,0.000000,0.000000,0.021877,1.548163,0.000000,2.000000,2.394087,-2.153137,-0.025625,0.777544,50.360040,-4.115393
1568025150.796054,6.000060,1,0.027930,1.360229,0.000000,-0.000300,-0.014621,0.000000,0.000000,0.000000,0.020571,1.550266,-0.000000,2.000000,2.395680,-2.154078,-0.023975,0.777544,50.360040,-4.115395
1568025150.896019,6.100011,1,0.025213,1.358821,0.000000,-0.000273,-0.014718,0.000000,0.000000,0.000000,0.019344,1.552243,-0.000000,2.000000,2.397119,-2.154928,-0.022423,0.777544,50.360040,-4.115397
1568025150.996000,6.199991,1,0.022662,1.357398,0.000000,-0.000246,-0.014756,0.000000,0.000000,0.000000,0.018192,1.554103,0.000000,2.000000,2.398415,-2.155695,-0.020963,0.777544,50.360040,-4.115399
1568025151.096078,6.300105,1,0.020266,1.355966,0.000000,-0.000220,-0.014744,0.000000,0.000000,0.000000,0.017110,1.555851,0.000000,2.000000,2.399581,-2.156387,-0.019590,0.777544,50.360040,-4.115401
1568025151.195998,6.399991,1,0.018017,1.354531,0.000000,-0.000195,-0.014684,0.000000,0.000000,0.000000,0.016093,1.557496,0.000000,2.000000,2.400627,-2.157009,-0.018298,0.777544,50.360041,-4.115403
1568025151.296051,6.500041,1,0.015904,1.353098,0.000000,-0.000171,-0.014583,0.000000,0.000000,0.000000,0.015139,1.559043,-0.000000,2.000000,2.401565,-2.157567,-0.017084,0.777544,50.360041,-4.115405
1568025151.396045,6.600060,1,0.013919,1.351673,0.000000,-0.000149,-0.014444,0.000000,0.000000,0.000000,0.014242,1.560499,-0.000000,2.000000,2.402402,-2.158067,-0.015941,0.777544,50.360041,-4.115407
1568025151.496000,6.699992,1,0.012056,1.350259,0.000000,-0.000127,-0.014273,0.000000,0.000000,0.000000,0.013400,1.561868,0.000000,2.000000,2.403148,-2.158514,-0.014865,0.777544,50.360041,-4.115409
1568025151.595996,6.799987,1,0.010305,1.348860,0.000000,-0.000108,-0.014073,0.000000,0.000000,0.000000,0.012608,1.563156,-0.000000,2.000000,2.403811,-2.158911,-0.013854,0.777544,50.360041,-4.115411
1568025151.695997,6.899988,1,0.008661,1.347479,0.000000,-0.000089,-0.013847,0.000000,0.000000,0.000000,0.011865,1.564369,0.000000,2.000000,2.404398,-2.159265,-0.012902,0.777544,50.360041,-4.115412
1568025151.796136,7.000145,1,0.007116,1.346118,0.000000,-0.000072,-0.013600,0.000000,0.000000,0.000000,0.011167,1.565510,0.000000,2.000000,2.404916,-2.159577,-0.012005,0.777544,50.360041,-4.115414
1568025151.896040,7.100027,1,0.005665,1.344782,0.000000,-0.000056,-0.013334,0.000000,0.000000,0.000000,0.010511,1.566584,0.000000,2.000000,2.405371,-2.159853,-0.011162,0.777544,50.360041,-4.115416
1568025151.996025,7.200029,1,0.004301,1.343470,0.000000,-0.000042,-0.013053,0.000000,0.000000,0.000000,0.009895,1.567595,0.000000,2.000000,2.405770,-2.160095,-0.010368,0.777544,50.360041,-4.115418
1568025152.096030,7.300020,1,0.003019,1.342186,0.000000,-0.000029,-0.012758,0.000000,0.000000,0.000000,0.009316,1.568547,-0.000000,2.000000,2.406117,-2.160307,-0.009621,0.777544,50.360041,-4.115420
1568025152.196025,7.400027,1,0.001815,1.340931,0.000000,-0.000017,-0.012452,0.000000,0.000000,0.000000,0.008771,1.569443,0.000000,2.000000,2.406416,-2.160491,-0.008917,0.777544,50.360041,-4.115422
1568025152.296016,7.500010,1,0.000682,1.339705,0.000000,-0.000006,-0.012138,0.000000,0.000000,0.000000,0.008260,1.570287,-0.000000,2.000000,2.406674,-2.160650,-0.008254,0.777544,50.360041,-4.115424
1568025152.396039,7.600041,1,-0.000382,1.338510,0.000000,0.000003,-0.011818,0.000000,0.000000,0.000000,0.007779,1.571082,-0.000000,2.000000,2.406893,-2.160786,-0.007630,0.777544,50.360041,-4.115426
1568025152.496038,7.700027,1,-0.001383,1.337346,0.000000,0.000012,-0.011493,0.000000,0.000000,0.000000,0.007327,1.571830,-0.000000,2.000000,2.407078,-2.160901,-0.007042,0.777544,50.360041,-4.115428
1568025152.596022,7.800020,1,-0.002324,1.336214,0.000000,0.000019,-0.011165,0.000000,0.000000,0.000000,0.006902,1.572535,0.000000,2.000000,2.407232,-2.160998,-0.006488,0.777544,50.360041,-4.115429
1568025152.696038,7.900024,1,-0.003209,1.335114,0.000000,0.000026,-0.010835,0.000000,0.000000,0.000000,0.006503,1.573199,-0.000000,2.000000,2.407359,-2.161078,-0.005967,0.777544,50.360041,-4.115431
1568025152.796073,8.000065,1,-0.004041,1.334047,0.000000,0.000032,-0.010506,0.000000,0.000000,0.000000,0.006127,1.573825,-0.000000,2.000000,2.407460,-2.161144,-0.005475,0.777544,50.360041,-4.115433
1568025152.896029,8.100029,1,-0.004824,1.333013,0.000000,0.000037,-0.010176,0.000000,0.000000,0.000000,0.005773,1.574415,-0.000000,2.000000,2.407538,-2.161196,-0.005012,0.777544,50.360042,-4.115435
1568025152.996010,8.200006,1,-0.005560,1.332011,0.000000,0.000041,-0.009850,0.000000,0.000000,0.000000,0.005441,1.574971,0.000000,2.000000,2.407597,-2.161235,-0.004576,0.777544,50.360042,-4.115437
1568025153.096005,8.300000,1,-0.006253,1.331041,0.000000,0.000045,-0.009526,0.000000,0.000000,0.000000,0.005128,1.575494,0.000000,2.000000,2.407638,-2.161264,-0.004164,0.777544,50.360042,-4.115439
1568025153.196022,8.400016,1,-0.006906,1.330103,0.000000,0.000048,-0.009205,0.000000,0.000000,0.000000,0.004834,1.575988,-0.000000,2.000000,2.407664,-2.161283,-0.003777,0.777544,50.360042,-4.115441
1568025153.296059,8.500057,1,-0.007520,1.329197,0.000000,0.000050,-0.008889,0.000000,0.000000,0.000000,0.004557,1.576453,-0.000000,2.000000,2.407675,-2.161294,-0.003411,0.777544,50.360042,-4.115442
1568025153.396039,8.600029,1,-0.008097,1.328322,0.000000,0.000052,-0.008578,0.000000,0.000000,0.000000,0.004296,1.576892,0.000000,2.000000,2.407674,-2.161297,-0.003066,0.777544,50.360042,-4.115444
1568025153.496043,8.700029,1,-0.008641,1.327478,0.000000,0.000054,-0.008272,0.000000,0.000000,0.000000,0.004051,1.577306,-0.000000,2.000000,2.407662,-2.161294,-0.002742,0.777544,50.360042,-4.115446
1568025153.596005,8.800005,1,-0.009153,1.326664,0.000000,0.000055,-0.007973,0.000000,0.000000,0.000000,0.003820,1.577696,0.000000,2.000000,2.407641,-2.161284,-0.002435,0.777544,50.360042,-4.115448
1568025153.696010,8.900005,1,-0.009636,1.325879,0.000000,0.000056,-0.007679,0.000000,0.000000,0.000000,0.003602,1.578064,-0.000000,2.000000,2.407611,-2.161270,-0.002146,0.777544,50.360042,-4.115450
1568025153.796027,9.000019,1,-0.010090,1.325124,0.000000,0.000056,-0.007393,0.000000,0.000000,0.000000,0.003397,1.578411,-0.000000,2.000000,2.407574,-2.161251,-0.001874,0.777544,50.360042,-4.115452
1568025153.896044,9.100034,1,-0.010518,1.324397,0.000000,0.000056,-0.007113,0.000000,0.000000,0.000000,0.003204,1.578737,-0.000000,2.000000,2.407532,-2.161228,-0.001617,0.777544,50.360042,-4.115454
1568025153.996061,9.200062,1,-0.010921,1.323697,0.000000,0.000056,-0.006840,0.000000,0.000000,0.000000,0.003023,1.579046,-0.000000,2.000000,2.407483,-2.161202,-0.001375,0.777544,50.360042,-4.115456
1568025154.096038,9.300030,1,-0.011300,1.323025,0.000000,0.000056,-0.006575,0.000000,0.000000,0.000000,0.002852,1.579337,0.000000,2.000000,2.407431,-2.161173,-0.001146,0.777544,50.360042,-4.115457
1568025154.196039,9.400028,1,-0.011658,1.322378,0.000000,0.000056,-0.006317,0.000000,0.000000,0.000000,0.002690,1.579612,0.000000,2.000000,2.407375,-2.161142,-0.000930,0.777544,50.360042,-4.115459
1568025154.296029,9.500023,1,-0.011995,1.321758,0.000000,0.000055,-0.006066,0.000000,0.000000,0.000000,0.002538,1.579871,-0.000000,2.000000,2.407315,-2.161109,-0.000727,0.777544,50.360042,-4.115461
1568025154.396028,9.600027,1,-0.012313,1.321161,0.000000,0.000054,-0.005823,0.000000,0.000000,0.000000,0.002395,1.580116,0.000000,2.000000,2.407254,-2.161074,-0.000535,0.777544,50.360042,-4.115463
1568025154.496056,9.700071,1,-0.012612,1.320589,0.000000,0.000053,-0.005587,0.000000,0.000000,0.000000,0.002260,1.580346,0.000000,2.000000,2.407190,-2.161038,-0.000353,0.777544,50.360042,-4.115465
1568025154.596019,9.800006,1,-0.012894,1.320040,0.000000,0.000052,-0.005359,0.000000,0.000000,0.000000,0.002133,1.580564,0.000000,2.000000,2.407125,-2.161000,-0.000182,0.777544,50.360042,-4.115467
1568025154.696032,9.900024,1,-0.013161,1.319514,0.000000,0.000051,-0.005138,0.000000,0.000000,0.000000,0.002013,1.580770,-0.000000,2.000000,2.407059,-2.160963,-0.000021,0.777544,50.360042,-4.115469
1568025154.796025,10.000022,1,-0.013411,1.319010,0.000000,0.000050,-0.004924,0.000000,0.000000,0.000000,0.001900,1.580964,-0.000000,2.000000,2.406992,-2.160924,0.000131,0.777544,50.360042,-4.115470
1568025154.895989,0.000028,2,-0.013648,1.318526,0.000000,0.000049,-0.004718,0.000000,0.000000,0.000000,0.001794,1.581147,0.000000,2.000000,2.406925,-2.160885,0.000275,0.777544,50.360042,-4.115472
1568025154.996053,0.100086,2,-0.013871,1.318063,0.000000,0.000048,-0.004518,0.000000,0.000000,0.000000,0.001693,1.581320,0.000000,2.000000,2.406858,-2.160846,0.785398,0.000000,50.360042,-4.115474
1568025155.096039,0.200060,2,-0.014081,1.317619,0.000000,0.000046,-0.004326,0.000000,0.000000,0.000000,0.001599,1.581483,0.000000,2.000000,2.406791,-2.160808,0.785398,0.000000,50.360043,-4.115476
1568025155.196021,0.300060,2,0.008188,1.215411,0.000000,-0.006402,-0.950284,0.000000,0.000000,0.000000,-0.268623,1.564059,-0.000000,2.000000,2.333353,-2.111948,0.785398,0.000000,50.360043,-4.115478
1568025155.295985,0.400007,2,0.039925,1.127253,0.000000,-0.028936,-0.816996,0.000000,0.000000,0.000000,-0.289320,1.535393,-0.000000,2.000000,2.261105,-2.057308,0.785398,0.000000,50.360043,-4.115479
1568025155.396011,0.500048,2,0.066912,1.050135,0.000000,-0.045197,-0.709333,0.000000,0.000000,0.000000,-0.275328,1.507165,0.000000,2.000000,2.199912,-2.004805,0.785398,0.000000,50.360043,-4.115481
1568025155.496049,0.600084,2,0.088876,0.982105,0.000000,-0.056211,-0.621149,0.000000,0.000000,0.000000,-0.258803,1.480547,0.000000,2.000000,2.148703,-1.955243,0.785398,0.000000,50.360043,-4.115482
1568025155.596011,0.700046,2,0.106721,0.921660,0.000000,-0.063459,-0.548044,0.000000,0.000000,0.000000,-0.243573,1.455517,0.000000,2.000000,2.105697,-1.908554,0.785398,0.000000,50.360043,-4.115484
1568025155.696023,0.800055,2,0.121269,0.867610,0.000000,-0.068040,-0.486791,0.000000,0.000000,0.000000,-0.229938,1.431923,0.000000,2.000000,2.069391,-1.864551,0.785398,0.000000,50.360043,-4.115485
1568025155.796076,0.900108,2,0.133166,0.819001,0.000000,-0.070726,-0.434979,0.000000,0.000000,0.000000,-0.217731,1.409611,0.000000,2.000000,2.038586,-1.823038,0.785398,0.000000,50.360043,-4.115486
1568025155.896003,1.000036,2,0.142916,0.775059,0.000000,-0.072057,-0.390779,0.000000,0.000000,0.000000,-0.206754,1.388451,0.000000,2.000000,2.012332,-1.783827,0.785398,0.000000,50.360044,-4.115487
1568025155.996063,1.100097,2,0.150912,0.735152,0.000000,-0.072419,-0.352783,0.000000,0.000000,0.000000,-0.196831,1.368330,0.000000,2.000000,1.989868,-1.746744,0.785398,0.000000,50.360044,-4.115488
1568025156.095985,1.200019,2,0.157464,0.698755,0.000000,-0.072088,-0.319894,0.000000,0.000000,0.000000,-0.187819,1.349149,0.000000,2.000000,1.970583,-1.711628,0.785398,0.000000,50.360044,-4.115489
1568025156.196041,1.300083,2,0.162821,0.665431,0.000000,-0.071263,-0.291245,0.000000,0.000000,0.000000,-0.179598,1.330825,0.000000,2.000000,1.953976,-1.678329,0.785398,0.000000,50.360044,-4.115490
1568025156.296038,1.400077,2,0.167183,0.634812,0.000000,-0.070091,-0.266145,0.000000,0.000000,0.000000,-0.172068,1.313285,0.000000,2.000000,1.939640,-1.646712,0.785398,0.000000,50.360044,-4.115491
1568025156.396052,1.500094,2,0.170711,0.606588,0.000000,-0.068679,-0.244038,0.000000,0.000000,0.000000,-0.165144,1.296464,0.000000,2.000000,1.927238,-1.616651,0.785398,0.000000,50.360045,-4.115492
1568025156.496040,1.600070,2,0.173537,0.580492,0.000000,-0.067106,-0.224473,0.000000,0.000000,0.000000,-0.158758,1.280305,-0.000000,2.000000,1.916491,-1.588032,0.785398,0.000000,50.360045,-4.115493
1568025156.596048,1.700074,2,0.175770,0.556297,0.000000,-0.065430,-0.207079,0.000000,0.000000,0.000000,-0.152848,1.264758,0.000000,2.000000,1.907165,-1.560749,0.785398,0.000000,50.360045,-4.115494
1568025156.696054,1.800083,2,0.177501,0.533806,0.000000,-0.063694,-0.191550,0.000000,0.000000,0.000000,-0.147362,1.249778,-0.000000,2.000000,1.899066,-1.534706,0.785398,0.000000,50.360045,-4.115494
1568025156.796013,1.900048,2,0.178804,0.512849,0.000000,-0.061932,-0.177633,0.000000,0.000000,0.000000,-0.142258,1.235326,0.000000,2.000000,1.892027,-1.509817,0.785398,0.000000,50.360045,-4.115495
1568025156.896036,2.000059,2,0.179743,0.493277,0.000000,-0.060166,-0.165116,0.000000,0.000000,0.000000,-0.137496,1.221364,0.000000,2.000000,1.885911,-1.486002,0.785398,0.000000,50.360046,-4.115496
1568025156.996038,2.100074,2,0.180369,0.474961,0.000000,-0.058414,-0.153819,0.000000,0.000000,0.000000,-0.133043,1.207862,0.000000,2.000000,1.880596,-1.463186,0.785398,0.000000,50.360046,-4.115497
1568025157.096008,2.200048,2,0.180729,0.457785,0.000000,-0.056688,-0.143592,0.000000,0.000000,0.000000,-0.128869,1.194790,0.000000,2.000000,1.875984,-1.441303,0.785398,0.000000,50.360046,-4.115497
1568025157.196008,2.300048,2,0.180859,0.441650,0.000000,-0.054999,-0.134305,0.000000,0.000000,0.000000,-0.124950,1.182120,0.000000,2.000000,1.871985,-1.420292,0.785398,0.000000,50.360046,-4.115498
1568025157.296022,2.400059,2,0.180793,0.426465,0.000000,-0.053351,-0.125849,0.000000,0.000000,0.000000,-0.121263,1.169830,0.000000,2.000000,1.868526,-1.400095,0.785398,0.000000,50.360046,-4.115499
1568025157.396061,2.500097,2,0.180557,0.412151,0.000000,-0.051750,-0.118128,0.000000,0.000000,0.000000,-0.117787,1.157896,0.000000,2.000000,1.865541,-1.380663,0.785398,0.000000,50.360047,-4.115499
1568025157.496047,2.600070,2,0.180175,0.398637,0.000000,-0.050198,-0.111063,0.000000,0.000000,0.000000,-0.114505,1.146300,0.000000,2.000000,1.862975,-1.361946,0.785398,0.000000,50.360047,-4.115500
1568025157.595995,2.700023,2,0.179668,0.385860,0.000000,-0.048696,-0.104581,0.000000,0.000000,0.000000,-0.111402,1.135021,-0.000000,2.000000,1.860779,-1.343902,0.785398,0.000000,50.360047,-4.115500
